Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2023-12-29,72030,2572.0,2615.5,2569.0,2590.5,0,0,26860500.0,69549424150.0,1.0,2572.0,2615.5,2569.0,2590.5,26860500.0
